Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Sweden,Allsvenskan,2024,04/08/2024,13:00,Varnamo,Sirius,2,4,A,2.37,3.64,2.97,2.47,3.65,3.14,2.34,3.48,2.89,2.5,3.65,3.05
Sweden,Allsvenskan,2024,04/08/2024,15:30,Kalmar,Hammarby,1,4,A,3.33,3.64,2.18,3.75,3.66,2.25,3.24,3.53,2.14,3.4,3.7,2.26
Sweden,Allsvenskan,2024,10/08/2024,14:00,Halmstad,Malmo FF,0,1,A,9.28,5.47,1.34,10,5.6,1.37,8.58,5.2,1.33,10.5,5.7,1.36
Sweden,Allsvenskan,2024,10/08/2024,14:00,Norrkoping,Vasteras SK,2,1,H,2.73,3.6,2.57,2.78,3.65,2.66,2.64,3.5,2.53,2.8,3.6,2.68
Sweden,Allsvenskan,2024,10/08/2024,16:30,Goteborg,Varnamo,0,0,D,2.03,3.68,3.72,2.11,3.71,3.84,2.01,3.54,3.57,2.1,3.65,3.85
Sweden,Allsvenskan,2024,11/08/2024,15:00,AIK,Mjallby,1,0,H,1.76,3.92,4.68,1.91,4,5.2,1.69,3.83,4.84,1.7,4.1,5.7
Sweden,Allsvenskan,2024,11/08/2024,15:00,Elfsborg,GAIS,2,1,H,1.65,4.32,5.04,1.75,4.33,5.04,1.64,4.2,4.73,1.69,4.4,5.3
Sweden,Allsvenskan,2024,11/08/2024,15:00,Sirius,Kalmar,3,1,H,1.71,4.12,4.8,1.73,4.35,5,1.68,4.03,4.63,1.77,4.1,5
Sweden,Allsvenskan,2024,12/08/2024,18:00,Hammarby,Brommapojkarna,3,3,D,2.01,4.09,3.42,2.01,4.15,3.8,1.92,3.97,3.48,1.99,4.2,3.75
Sweden,Allsvenskan,2024,17/08/2024,14:00,Goteborg,Sirius,1,1,D,2.34,3.75,2.94,2.35,3.75,3.2,2.26,3.61,2.95,2.38,3.7,3.15
Sweden,Allsvenskan,2024,17/08/2024,14:00,Malmo FF,Norrkoping,2,1,H,1.38,5.47,7.49,1.42,5.47,7.95,1.37,5.19,7.17,1.4,5.8,8.4
Sweden,Allsvenskan,2024,17/08/2024,14:00,Varnamo,Hammarby,0,3,A,2.87,3.37,2.58,2.87,3.5,2.58,2.76,3.37,2.49,2.88,3.5,2.66
Sweden,Allsvenskan,2024,17/08/2024,16:30,Vasteras SK,Kalmar,2,1,H,1.78,3.84,4.7,1.78,4,4.7,1.74,3.86,4.48,1.8,4.1,4.7
Sweden,Allsvenskan,2024,18/08/2024,13:00,Brommapojkarna,Hacken,1,3,A,2.92,4.05,2.25,2.93,4.2,2.33,2.83,3.93,2.22,2.98,4.1,2.32
Sweden,Allsvenskan,2024,18/08/2024,13:00,Djurgarden,AIK,0,2,A,2.28,3.22,3.51,2.35,3.5,3.53,2.2,3.27,3.36,2.32,3.35,3.6
Sweden,Allsvenskan,2024,18/08/2024,13:00,Mjallby,Elfsborg,1,1,D,2.89,3.42,2.54,2.93,3.5,2.58,2.81,3.33,2.48,2.96,3.5,2.62
Sweden,Allsvenskan,2024,18/08/2024,15:30,GAIS,Halmstad,3,1,H,1.49,4.48,7.06,1.5,4.5,7.1,1.47,4.36,6.69,1.51,4.6,7.8
Sweden,Allsvenskan,2024,24/08/2024,14:00,Kalmar,Malmo FF,2,2,D,5.56,4.46,1.58,6,4.7,1.59,5.68,4.33,1.53,6.4,4.7,1.57
Sweden,Allsvenskan,2024,25/08/2024,13:00,Elfsborg,Goteborg,3,1,H,1.82,4,4.24,1.82,4.1,4.49,1.77,3.91,4.23,1.82,4.1,4.7
